## Healing Radius Buffs
param Bullet: id (10642101|10642201|10642301|10642401|210640001): hitRadius: = 40
param Bullet: id 10744200: hitRadius: = 60
param Bullet: id 10642401: hitRadiusMax: = 40

## (unique) Ashes
## Devourer of Worlds
param SwordArtsParam: id 1183: useMagicPoint_L2: = 35
param SpEffectParam: id 1896: changeHpRate: = -10
param SpEffectParam: id 1896: changeMpRate: = -1

## Armor
## Scaled Gauntlets
param SpEffectParam: id 7001200: changeHpRate: = -1
param SpEffectParam: id 7001200: changeMpRate: = -1
param SpEffectParam: id 7001200: changeStaminaRate: = -3
## Godrick Knight Gauntlets
param SpEffectParam: id 7003200: changeHpRate: = -3
param SpEffectParam: id 7003200: changeMpRate: = -3

## Spells
## Urgent Heal
param Magic: id 6420: mp: = 55
param Magic: id 6420: requirementIntellect: = 0
param Magic: id 6420: requirementFaith: = 15
param Magic: id 6420: requirementLuck: = 0
param SpEffectParam: id 1642000: changeHpPoint: = 0
param SpEffectParam: id 1642000: changeHpRate: = -20
param SpEffectParam: id 1642000: bAdjustStrengthAblity: = 0
param SpEffectParam: id 1642000: bAdjustAgilityAblity: = 0
param SpEffectParam: id 1642000: bAdjustMagicAblity: = 0
param SpEffectParam: id 1642000: bAdjustFaithAblity: = 0
param SpEffectParam: id 1642000: isUseAtkParamAtkPowerCorrect: = 0
## Heal
param Magic: id 6421: mp: = 100
param Magic: id 6421: requirementIntellect: = 0
param Magic: id 6421: requirementFaith: = 15
param Magic: id 6421: requirementLuck: = 0
param SpEffectParam: id 1642100: changeHpPoint: = 0
param SpEffectParam: id 1642101: changeHpPoint: = 0
param SpEffectParam: id 1642100: changeHpRate: = -25
param SpEffectParam: id 1642101: changeHpRate: = -25
param SpEffectParam: id 1642100: bAdjustStrengthAblity: = 0
param SpEffectParam: id 1642100: bAdjustAgilityAblity: = 0
param SpEffectParam: id 1642100: bAdjustMagicAblity: = 0
param SpEffectParam: id 1642100: bAdjustFaithAblity: = 0
param SpEffectParam: id 1642100: isUseAtkParamAtkPowerCorrect: = 0
param SpEffectParam: id 1642101: bAdjustStrengthAblity: = 0
param SpEffectParam: id 1642101: bAdjustAgilityAblity: = 0
param SpEffectParam: id 1642101: bAdjustMagicAblity: = 0
param SpEffectParam: id 1642101: bAdjustFaithAblity: = 0
param SpEffectParam: id 1642101: isUseAtkParamAtkPowerCorrect: = 0
## Great Heal
param Magic: id 6422: mp: = 150
param Magic: id 6422: requirementIntellect: = 0
param Magic: id 6422: requirementFaith: = 25
param Magic: id 6422: requirementLuck: = 0
param SpEffectParam: id 1642200: changeHpPoint: = 0
param SpEffectParam: id 1642201: changeHpPoint: = 0
param SpEffectParam: id 1642200: changeHpRate: = -40
param SpEffectParam: id 1642201: changeHpRate: = -40
param SpEffectParam: id 1642200: bAdjustStrengthAblity: = 0
param SpEffectParam: id 1642200: bAdjustAgilityAblity: = 0
param SpEffectParam: id 1642200: bAdjustMagicAblity: = 0
param SpEffectParam: id 1642200: bAdjustFaithAblity: = 0
param SpEffectParam: id 1642200: isUseAtkParamAtkPowerCorrect: = 0
param SpEffectParam: id 1642201: bAdjustStrengthAblity: = 0
param SpEffectParam: id 1642201: bAdjustAgilityAblity: = 0
param SpEffectParam: id 1642201: bAdjustMagicAblity: = 0
param SpEffectParam: id 1642201: bAdjustFaithAblity: = 0
param SpEffectParam: id 1642201: isUseAtkParamAtkPowerCorrect: = 0
## Heal from Afar
param Magic: id 2006400: mp: = 175
param Magic: id 2006400: requirementIntellect: = 0
param Magic: id 2006400: requirementFaith: = 35
param Magic: id 2006400: requirementLuck: = 0
param SpEffectParam: id 21640000: changeHpPoint: = 0
param SpEffectParam: id 21640001: changeHpPoint: = 0
param SpEffectParam: id 21640000: changeHpRate: = -50
param SpEffectParam: id 21640001: changeHpRate: = -50
param SpEffectParam: id 21640000: bAdjustStrengthAblity: = 0
param SpEffectParam: id 21640000: bAdjustAgilityAblity: = 0
param SpEffectParam: id 21640000: bAdjustMagicAblity: = 0
param SpEffectParam: id 21640000: bAdjustFaithAblity: = 0
param SpEffectParam: id 21640000: isUseAtkParamAtkPowerCorrect: = 0
param SpEffectParam: id 21640001: bAdjustStrengthAblity: = 0
param SpEffectParam: id 21640001: bAdjustAgilityAblity: = 0
param SpEffectParam: id 21640001: bAdjustMagicAblity: = 0
param SpEffectParam: id 21640001: bAdjustFaithAblity: = 0
param SpEffectParam: id 21640001: isUseAtkParamAtkPowerCorrect: = 0
## Lord's Heal
param Magic: id 6423: mp: = 240
param Magic: id 6423: requirementIntellect: = 0
